Année,Matière,Catégorie,Sous-catégorie,Statut,Valeur
2011,Palme,EXPORTATION,Huile brute de palme,Quantité (1000 X tonne),85.368158
2012,Palme,EXPORTATION,Huile brute de palme,Quantité (1000 X tonne),78.368
2003,Palme,EXPORTATION,Huile brute de palme,Prix moyen (FCFA/KG),383.6317135549872
2004,Palme,EXPORTATION,Huile brute de palme,Prix moyen (FCFA/KG),338.94578699547463
2005,Palme,EXPORTATION,Huile brute de palme,Prix moyen (FCFA/KG),295.11825224412837
2006,Palme,EXPORTATION,Huile brute de palme,Prix moyen (FCFA/KG),311.4987246068302
2007,Palme,EXPORTATION,Huile brute de palme,Prix moyen (FCFA/KG),312.4753553202648
2008,Palme,EXPORTATION,Huile brute de palme,Prix moyen (FCFA/KG),505
2009,Palme,EXPORTATION,Huile brute de palme,Prix moyen (FCFA/KG),255.20814442080174
2010,Palme,EXPORTATION,Huile brute de palme,Prix moyen (FCFA/KG),375
2011,Palme,EXPORTATION,Huile brute de palme,Prix moyen (FCFA/KG),549.8703113870631
2012,Palme,EXPORTATION,Huile brute de palme,Prix moyen (FCFA/KG),547.3200177012835
2003,Palme,EXPORTATION,Huile de palme raffinée,Quantité (1000 X tonne),74.745665
2004,Palme,EXPORTATION,Huile de palme raffinée,Quantité (1000 X tonne),87.229093
2005,Palme,EXPORTATION,Huile de palme raffinée,Quantité (1000 X tonne),85.451075
2006,Palme,EXPORTATION,Huile de palme raffinée,Quantité (1000 X tonne),14.59815
2007,Palme,EXPORTATION,Huile de palme raffinée,Quantité (1000 X tonne),24.53184
2008,Palme,EXPORTATION,Huile de palme raffinée,Quantité (1000 X tonne),22.34388
2009,Palme,EXPORTATION,Huile de palme raffinée,Quantité (1000 X tonne),34.234179999999995
2010,Palme,EXPORTATION,Huile de palme raffinée,Quantité (1000 X tonne),19.536269
2011,Palme,EXPORTATION,Huile de palme raffinée,Quantité (1000 X tonne),4.838358
2012,Palme,EXPORTATION,Huile de palme raffinée,Quantité (1000 X tonne),5.464725
2003,Palme,EXPORTATION,Huile de palme raffinée,Prix moyen (FCFA/KG),399.3873892218365
2004,Palme,EXPORTATION,Huile de palme raffinée,Prix moyen (FCFA/KG),359.79315983487294
2005,Palme,EXPORTATION,Huile de palme raffinée,Prix moyen (FCFA/KG),344.8447391797002
2006,Palme,EXPORTATION,Huile de palme raffinée,Prix moyen (FCFA/KG),601
2007,Palme,EXPORTATION,Huile de palme raffinée,Prix moyen (FCFA/KG),574
2008,Palme,EXPORTATION,Huile de palme raffinée,Prix moyen (FCFA/KG),765
2009,Palme,EXPORTATION,Huile de palme raffinée,Prix moyen (FCFA/KG),365
2010,Palme,EXPORTATION,Huile de palme raffinée,Prix moyen (FCFA/KG),430.7422177827557
2011,Palme,EXPORTATION,Huile de palme raffinée,Prix moyen (FCFA/KG),327.763009268847
2012,Palme,EXPORTATION,Huile de palme raffinée,Prix moyen (FCFA/KG),337.20442346138185
2003,Palme,EXPORTATION,Graine de palme traditionnelle,Prix moyen (FCFA/KG),137.91950234798782
2004,Palme,EXPORTATION,Graine de palme traditionnelle,Prix moyen (FCFA/KG),137.16241666666664
2005,Palme,EXPORTATION,Graine de palme traditionnelle,Prix moyen (FCFA/KG),127.85457205625998
2006,Palme,EXPORTATION,Graine de palme traditionnelle,Prix moyen (FCFA/KG),138.39168856990682
2007,Palme,EXPORTATION,Graine de palme traditionnelle,Prix moyen (FCFA/KG),152.33881962885866
2008,Palme,EXPORTATION,Graine de palme traditionnelle,Prix moyen (FCFA/KG),198.92508333333336
2009,Palme,EXPORTATION,Graine de palme traditionnelle,Prix moyen (FCFA/KG),193
2010,Palme,EXPORTATION,Graine de palme traditionnelle,Prix moyen (FCFA/KG),237
2011,Palme,EXPORTATION,Graine de palme traditionnelle,Prix moyen (FCFA/KG),221
2012,Palme,EXPORTATION,Graine de palme traditionnelle,Prix moyen (FCFA/KG),218.64216666666667
2003,Banane douce,PRODUCTION,Banane douce,Quantité (1000 X tonne),321.769
2004,Banane douce,PRODUCTION,Banane douce,Quantité (1000 X tonne),307.227
2005,Banane douce,PRODUCTION,Banane douce,Quantité (1000 X tonne),246.8063157894737
2006,Banane douce,PRODUCTION,Banane douce,Quantité (1000 X tonne),358.2718
2007,Banane douce,PRODUCTION,Banane douce,Quantité (1000 X tonne),362.7
2008,Banane douce,PRODUCTION,Banane douce,Quantité (1000 X tonne),249.2
2009,Banane douce,PRODUCTION,Banane douce,Quantité (1000 X tonne),254.977
2010,Banane douce,PRODUCTION,Banane douce,Quantité (1000 X tonne),314.27
2011,Banane douce,PRODUCTION,Banane douce,Quantité (1000 X tonne),302.5
2012,Banane douce,PRODUCTION,Banane douce,Quantité (1000 X tonne),361.97907536
2003,Banane douce,EXPORTATION,Banane douce,Quantité (1000 X tonne),242.3
2004,Banane douce,EXPORTATION,Banane douce,Quantité (1000 X tonne),252.423
2005,Banane douce,EXPORTATION,Banane douce,Quantité (1000 X tonne),234.466
2006,Banane douce,EXPORTATION,Banane douce,Quantité (1000 X tonne),286.397
2007,Banane douce,EXPORTATION,Banane douce,Quantité (1000 X tonne),290.8
2008,Banane douce,EXPORTATION,Banane douce,Quantité (1000 X tonne),264.3
2009,Banane douce,EXPORTATION,Banane douce,Quantité (1000 X tonne),255
2010,Banane douce,EXPORTATION,Banane douce,Quantité (1000 X tonne),329.052
2011,Banane douce,EXPORTATION,Banane douce,Quantité (1000 X tonne),310.001166
2012,Banane douce,EXPORTATION,Banane douce,Quantité (1000 X tonne),323.195603
2003,Banane douce,EXPORTATION,Banane douce,Prix moyen (FCFA/KG),210.48287247214196
2004,Banane douce,EXPORTATION,Banane douce,Prix moyen (FCFA/KG),201.58156999400973
2005,Banane douce,EXPORTATION,Banane douce,Prix moyen (FCFA/KG),212.02221217575257
2006,Banane douce,EXPORTATION,Banane douce,Prix moyen (FCFA/KG),210.91003048216288
2007,Banane douce,EXPORTATION,Banane douce,Prix moyen (FCFA/KG),208
2008,Banane douce,EXPORTATION,Banane douce,Prix moyen (FCFA/KG),201
2009,Banane douce,EXPORTATION,Banane douce,Prix moyen (FCFA/KG),208
2010,Banane douce,EXPORTATION,Banane douce,Prix moyen (FCFA/KG),203
2011,Banane douce,EXPORTATION,Banane douce,Prix moyen (FCFA/KG),202.53214064362584
2012,Banane douce,EXPORTATION,Banane douce,Prix moyen (FCFA/KG),218.38184500919712
2003,Banane douce,CONSOMMATION,Banane douce,Prix moyen (FCFA/KG),169
2004,Banane douce,CONSOMMATION,Banane douce,Prix moyen (FCFA/KG),172
2005,Banane douce,CONSOMMATION,Banane douce,Prix moyen (FCFA/KG),173
2006,Banane douce,CONSOMMATION,Banane douce,Prix moyen (FCFA/KG),178
2007,Banane douce,CONSOMMATION,Banane douce,Prix moyen (FCFA/KG),180
2008,Banane douce,CONSOMMATION,Banane douce,Prix moyen (FCFA/KG),216
2009,Banane douce,CONSOMMATION,Banane douce,Prix moyen (FCFA/KG),223
2010,Banane douce,CONSOMMATION,Banane douce,Prix moyen (FCFA/KG),238
2011,Banane douce,CONSOMMATION,Banane douce,Prix moyen (FCFA/KG),273
2012,Banane douce,CONSOMMATION,Banane douce,Prix moyen (FCFA/KG),258
2003,Ananas,PRODUCTION,Ananas produit,Quantité (1000 X tonne),229.146
2004,Ananas,PRODUCTION,Ananas produit,Quantité (1000 X tonne),226.022
2005,Ananas,PRODUCTION,Ananas produit,Quantité (1000 X tonne),194.5
2006,Ananas,PRODUCTION,Ananas produit,Quantité (1000 X tonne),176.69762
2007,Ananas,PRODUCTION,Ananas produit,Quantité (1000 X tonne),159.7
2008,Ananas,PRODUCTION,Ananas produit,Quantité (1000 X tonne),249.247
2009,Ananas,PRODUCTION,Ananas produit,Quantité (1000 X tonne),254.977
2010,Ananas,PRODUCTION,Ananas produit,Quantité (1000 X tonne),256
2011,Ananas,PRODUCTION,Ananas produit,Quantité (1000 X tonne),298.6680486207147
2012,Ananas,PRODUCTION,Ananas produit,Quantité (1000 X tonne)
2003,Ananas,EXPORTATION,Ananas frais,Quantité (1000 X tonne),173.518
2004,Ananas,EXPORTATION,Ananas frais,Quantité (1000 X tonne),158.736
2005,Ananas,EXPORTATION,Ananas frais,Quantité (1000 X tonne),132.077
2006,Ananas,EXPORTATION,Ananas frais,Quantité (1000 X tonne),115.604
2007,Ananas,EXPORTATION,Ananas frais,Quantité (1000 X tonne),96.79
2008,Ananas,EXPORTATION,Ananas frais,Quantité (1000 X tonne),69.4
2009,Ananas,EXPORTATION,Ananas frais,Quantité (1000 X tonne),54.443449
2010,Ananas,EXPORTATION,Ananas frais,Quantité (1000 X tonne),54.956
2011,Ananas,EXPORTATION,Ananas frais,Quantité (1000 X tonne),64.11563
2012,Ananas,EXPORTATION,Ananas frais,Quantité (1000 X tonne),65.473
2003,Ananas,EXPORTATION,Ananas frais,Prix moyen (FCFA/KG),166.9336898765546
2004,Ananas,EXPORTATION,Ananas frais,Prix moyen (FCFA/KG),177.84245539764137
2005,Ananas,EXPORTATION,Ananas frais,Prix moyen (FCFA/KG),188.92767097980723
2006,Ananas,EXPORTATION,Ananas frais,Prix moyen (FCFA/KG),319.63426871042526
2007,Ananas,EXPORTATION,Ananas frais,Prix moyen (FCFA/KG),193
2008,Ananas,EXPORTATION,Ananas frais,Prix moyen (FCFA/KG),190
2009,Ananas,EXPORTATION,Ananas frais,Prix moyen (FCFA/KG),186.51801415079342
2010,Ananas,EXPORTATION,Ananas frais,Prix moyen (FCFA/KG),194
2011,Ananas,EXPORTATION,Ananas frais,Prix moyen (FCFA/KG),199.46393253875848
2012,Ananas,EXPORTATION,Ananas frais,Prix moyen (FCFA/KG),201.7063427960489
2003,Ananas,EXPORTATION,Ananas conserve,Quantité (1000 X tonne),1.7
2004,Ananas,EXPORTATION,Ananas conserve,Quantité (1000 X tonne),0.019645
2005,Ananas,EXPORTATION,Ananas conserve,Quantité (1000 X tonne),0.002655
2006,Ananas,EXPORTATION,Ananas conserve,Quantité (1000 X tonne),0.242038
2007,Ananas,EXPORTATION,Ananas conserve,Quantité (1000 X tonne),0.233304
2008,Ananas,EXPORTATION,Ananas conserve,Quantité (1000 X tonne),0.20798
2009,Ananas,EXPORTATION,Ananas conserve,Quantité (1000 X tonne),0.111796
2010,Ananas,EXPORTATION,Ananas conserve,Quantité (1000 X tonne),0.061
2011,Ananas,EXPORTATION,Ananas conserve,Quantité (1000 X tonne),0.07116699596040468
2012,Ananas,EXPORTATION,Ananas conserve,Quantité (1000 X tonne)
2003,Ananas,EXPORTATION,Ananas conserve,Prix moyen (FCFA/KG),530
2004,Ananas,EXPORTATION,Ananas conserve,Prix moyen (FCFA/KG),518.9189106642912
2005,Ananas,EXPORTATION,Ananas conserve,Prix moyen (FCFA/KG),1289.2312617702448
2006,Ananas,EXPORTATION,Ananas conserve,Prix moyen (FCFA/KG),842.9549120386055
2007,Ananas,EXPORTATION,Ananas conserve,Prix moyen (FCFA/KG),838.4167523917292
2008,Ananas,EXPORTATION,Ananas conserve,Prix moyen (FCFA/KG),766
2009,Ananas,EXPORTATION,Ananas conserve,Prix moyen (FCFA/KG),794.0116819922001
2010,Ananas,EXPORTATION,Ananas conserve,Prix moyen (FCFA/KG),648
2011,Ananas,EXPORTATION,Ananas conserve,Prix moyen (FCFA/KG),679.7070924387833
2012,Ananas,EXPORTATION,Ananas conserve,Prix moyen (FCFA/KG)
2003,Ananas,CONSOMMATION,Ananas frais,Prix moyen (FCFA/KG),73
2004,Ananas,CONSOMMATION,Ananas frais,Prix moyen (FCFA/KG),74
2005,Ananas,CONSOMMATION,Ananas frais,Prix moyen (FCFA/KG),80
2006,Ananas,CONSOMMATION,Ananas frais,Prix moyen (FCFA/KG),94
2007,Ananas,CONSOMMATION,Ananas frais,Prix moyen (FCFA/KG),106
2008,Ananas,CONSOMMATION,Ananas frais,Prix moyen (FCFA/KG),128
2009,Ananas,CONSOMMATION,Ananas frais,Prix moyen (FCFA/KG),150
2010,Ananas,CONSOMMATION,Ananas frais,Prix moyen (FCFA/KG),185
2011,Ananas,CONSOMMATION,Ananas frais,Prix moyen (FCFA/KG),212
2012,Ananas,CONSOMMATION,Ananas frais,Prix moyen (FCFA/KG),222
2003,Cola,PRODUCTION,Cola fraîche,Quantité (1000 X tonne),57.6371
2004,Cola,PRODUCTION,Cola fraîche,Quantité (1000 X tonne),65.216
2005,Cola,PRODUCTION,Cola fraîche,Quantité (1000 X tonne),65.704
2006,Cola,PRODUCTION,Cola fraîche,Quantité (1000 X tonne),64.524
2007,Cola,PRODUCTION,Cola fraîche,Quantité (1000 X tonne),65.617
2008,Cola,PRODUCTION,Cola fraîche,Quantité (1000 X tonne),65.4
2009,Cola,PRODUCTION,Cola fraîche,Quantité (1000 X tonne),64.874
2010,Cola,PRODUCTION,Cola fraîche,Quantité (1000 X tonne),67.009
2011,Cola,PRODUCTION,Cola fraîche,Quantité (1000 X tonne),88.2542449549338
2012,Cola,PRODUCTION,Cola fraîche,Quantité (1000 X tonne),76.55508467930372
2003,Cola,PRODUCTION,Cola fraîche,Prix moyen (FCFA/KG),349.7747110801897
2004,Cola,PRODUCTION,Cola fraîche,Prix moyen (FCFA/KG),400
2005,Cola,PRODUCTION,Cola fraîche,Prix moyen (FCFA/KG),350
2006,Cola,PRODUCTION,Cola fraîche,Prix moyen (FCFA/KG),400
2007,Cola,PRODUCTION,Cola fraîche,Prix moyen (FCFA/KG),450
2008,Cola,PRODUCTION,Cola fraîche,Prix moyen (FCFA/KG),332
2009,Cola,PRODUCTION,Cola fraîche,Prix moyen (FCFA/KG),331
2010,Cola,PRODUCTION,Cola fraîche,Prix moyen (FCFA/KG),323
2011,Cola,PRODUCTION,Cola fraîche,Prix moyen (FCFA/KG),311.869275626895
2012,Cola,PRODUCTION,Cola fraîche,Prix moyen (FCFA/KG),314.35711172117817
2003,Cola,EXPORTATION,Cola fraîche,Quantité (1000 X tonne),8.739592
2004,Cola,EXPORTATION,Cola fraîche,Quantité (1000 X tonne),14.615615
2005,Cola,EXPORTATION,Cola fraîche,Quantité (1000 X tonne),13.52
2006,Cola,EXPORTATION,Cola fraîche,Quantité (1000 X tonne),10.618
2007,Cola,EXPORTATION,Cola fraîche,Quantité (1000 X tonne),9.93221
2008,Cola,EXPORTATION,Cola fraîche,Quantité (1000 X tonne),9.3
2009,Cola,EXPORTATION,Cola fraîche,Quantité (1000 X tonne),9.66
2010,Cola,EXPORTATION,Cola fraîche,Quantité (1000 X tonne),9.364
2011,Cola,EXPORTATION,Cola fraîche,Quantité (1000 X tonne),12.333
2012,Cola,EXPORTATION,Cola fraîche,Quantité (1000 X tonne),10.698
2003,Cola,EXPORTATION,Cola fraîche,Prix moyen (FCFA/KG),372.2226861391241
2004,Cola,EXPORTATION,Cola fraîche,Prix moyen (FCFA/KG),625.8385220190871
2005,Cola,EXPORTATION,Cola fraîche,Prix moyen (FCFA/KG),616.8639053254437
2006,Cola,EXPORTATION,Cola fraîche,Prix moyen (FCFA/KG),621.5859860614052
2007,Cola,EXPORTATION,Cola fraîche,Prix moyen (FCFA/KG),633.1772465543922
2008,Cola,EXPORTATION,Cola fraîche,Prix moyen (FCFA/KG),969
2009,Cola,EXPORTATION,Cola fraîche,Prix moyen (FCFA/KG),635
2010,Cola,EXPORTATION,Cola fraîche,Prix moyen (FCFA/KG),635
2011,Cola,EXPORTATION,Cola fraîche,Prix moyen (FCFA/KG),613.117616170521
2012,Cola,EXPORTATION,Cola fraîche,Prix moyen (FCFA/KG),618.008563290861
2003,Cola,CONSOMMATION,Cola fraîche,Prix moyen (FCFA/KG),1153
2004,Cola,CONSOMMATION,Cola fraîche,Prix moyen (FCFA/KG),1070
2005,Cola,CONSOMMATION,Cola fraîche,Prix moyen (FCFA/KG),1084
2006,Cola,CONSOMMATION,Cola fraîche,Prix moyen (FCFA/KG),1146
2007,Cola,CONSOMMATION,Cola fraîche,Prix moyen (FCFA/KG),1324
2008,Cola,CONSOMMATION,Cola fraîche,Prix moyen (FCFA/KG),1769
2009,Cola,CONSOMMATION,Cola fraîche,Prix moyen (FCFA/KG),1843
2010,Cola,CONSOMMATION,Cola fraîche,Prix moyen (FCFA/KG),1985
2011,Cola,CONSOMMATION,Cola fraîche,Prix moyen (FCFA/KG),1923
2012,Cola,CONSOMMATION,Cola fraîche,Prix moyen (FCFA/KG),1900
2003,Fruits,PRODUCTION,Agrumes à essence,Quantité (1000 X tonne),33.2
2004,Fruits,PRODUCTION,Agrumes à essence,Quantité (1000 X tonne),34.3
2005,Fruits,PRODUCTION,Agrumes à essence,Quantité (1000 X tonne),35.5
2006,Fruits,PRODUCTION,Agrumes à essence,Quantité (1000 X tonne),36.7
2007,Fruits,PRODUCTION,Agrumes à essence,Quantité (1000 X tonne),37.8
2008,Fruits,PRODUCTION,Agrumes à essence,Quantité (1000 X tonne),39.798
2009,Fruits,PRODUCTION,Agrumes à essence,Quantité (1000 X tonne),41.58
2010,Fruits,PRODUCTION,Agrumes à essence,Quantité (1000 X tonne),42.65239999999994
2011,Fruits,PRODUCTION,Agrumes à essence,Quantité (1000 X tonne),44.09222857142822
2012,Fruits,PRODUCTION,Agrumes à essence,Quantité (1000 X tonne)
2003,Fruits,PRODUCTION,Agrumes à essence,Prix moyen (FCFA/KG)
2004,Fruits,PRODUCTION,Agrumes à essence,Prix moyen (FCFA/KG),40
2005,Fruits,PRODUCTION,Agrumes à essence,Prix moyen (FCFA/KG),40
2006,Fruits,PRODUCTION,Agrumes à essence,Prix moyen (FCFA/KG),45
2007,Fruits,PRODUCTION,Agrumes à essence,Prix moyen (FCFA/KG),50
2008,Fruits,PRODUCTION,Agrumes à essence,Prix moyen (FCFA/KG),55
2009,Fruits,PRODUCTION,Agrumes à essence,Prix moyen (FCFA/KG),55
2010,Fruits,PRODUCTION,Agrumes à essence,Prix moyen (FCFA/KG),57.58691749687673
2011,Fruits,PRODUCTION,Agrumes à essence,Prix moyen (FCFA/KG),55.91213018712416
2012,Fruits,PRODUCTION,Agrumes à essence,Prix moyen (FCFA/KG)
2003,Fruits,PRODUCTION,Agrumes de bouche,Quantité (1000 X tonne),31.3
2004,Fruits,PRODUCTION,Agrumes de bouche,Quantité (1000 X tonne),32.3
2005,Fruits,PRODUCTION,Agrumes de bouche,Quantité (1000 X tonne),33.4
2006,Fruits,PRODUCTION,Agrumes de bouche,Quantité (1000 X tonne),34.5
2007,Fruits,PRODUCTION,Agrumes de bouche,Quantité (1000 X tonne),35.6
2008,Fruits,PRODUCTION,Agrumes de bouche,Quantité (1000 X tonne),36.697
2009,Fruits,PRODUCTION,Agrumes de bouche,Quantité (1000 X tonne),39.16
2010,Fruits,PRODUCTION,Agrumes de bouche,Quantité (1000 X tonne),39.80526666666674
2011,Fruits,PRODUCTION,Agrumes de bouche,Quantité (1000 X tonne),41.09929523809524
2012,Fruits,PRODUCTION,Agrumes de bouche,Quantité (1000 X tonne)
2003,Fruits,PRODUCTION,Agrumes de bouche,Prix moyen (FCFA/KG)
2004,Fruits,PRODUCTION,Agrumes de bouche,Prix moyen (FCFA/KG),95
2005,Fruits,PRODUCTION,Agrumes de bouche,Prix moyen (FCFA/KG),91
2006,Fruits,PRODUCTION,Agrumes de bouche,Prix moyen (FCFA/KG),95
2007,Fruits,PRODUCTION,Agrumes de bouche,Prix moyen (FCFA/KG),62
2008,Fruits,PRODUCTION,Agrumes de bouche,Prix moyen (FCFA/KG),88
2009,Fruits,PRODUCTION,Agrumes de bouche,Prix moyen (FCFA/KG),125
2010,Fruits,PRODUCTION,Agrumes de bouche,Prix moyen (FCFA/KG),142.49595986613858
2011,Fruits,PRODUCTION,Agrumes de bouche,Prix moyen (FCFA/KG),133.00776072425256
2012,Fruits,PRODUCTION,Agrumes de bouche,Prix moyen (FCFA/KG),123.51956158236652
2003,Fruits,PRODUCTION,Papayes,Quantité (1000 X tonne),4.3
2004,Fruits,PRODUCTION,Papayes,Quantité (1000 X tonne),4.8
2005,Fruits,PRODUCTION,Papayes,Quantité (1000 X tonne),5.4
2006,Fruits,PRODUCTION,Papayes,Quantité (1000 X tonne),6.7
2007,Fruits,PRODUCTION,Papayes,Quantité (1000 X tonne),9.4
2008,Fruits,PRODUCTION,Papayes,Quantité (1000 X tonne),9.69
2009,Fruits,PRODUCTION,Papayes,Quantité (1000 X tonne),10.63
2010,Fruits,PRODUCTION,Papayes,Quantité (1000 X tonne),10.84
2011,Fruits,PRODUCTION,Papayes,Quantité (1000 X tonne),11.05
2012,Fruits,PRODUCTION,Papayes,Quantité (1000 X tonne),12.363
2003,Fruits,PRODUCTION,Papayes,Prix moyen (FCFA/KG)
2004,Fruits,PRODUCTION,Papayes,Prix moyen (FCFA/KG),100
2005,Fruits,PRODUCTION,Papayes,Prix moyen (FCFA/KG),150
2006,Fruits,PRODUCTION,Papayes,Prix moyen (FCFA/KG),100
2007,Fruits,PRODUCTION,Papayes,Prix moyen (FCFA/KG),150
2008,Fruits,PRODUCTION,Papayes,Prix moyen (FCFA/KG),150
2009,Fruits,PRODUCTION,Papayes,Prix moyen (FCFA/KG),165
2010,Fruits,PRODUCTION,Papayes,Prix moyen (FCFA/KG),176.32930556425347
2011,Fruits,PRODUCTION,Papayes,Prix moyen (FCFA/KG),187.04298488967646
2012,Fruits,PRODUCTION,Papayes,Prix moyen (FCFA/KG),172.32811833896235
2003,Fruits,PRODUCTION,Fruit de la passion,Quantité (1000 X tonne),39.3
2004,Fruits,PRODUCTION,Fruit de la passion,Quantité (1000 X tonne),40.6
2005,Fruits,PRODUCTION,Fruit de la passion,Quantité (1000 X tonne),41.9
2006,Fruits,PRODUCTION,Fruit de la passion,Quantité (1000 X tonne),43.3
2007,Fruits,PRODUCTION,Fruit de la passion,Quantité (1000 X tonne),44.8
2008,Fruits,PRODUCTION,Fruit de la passion,Quantité (1000 X tonne),46.226
2009,Fruits,PRODUCTION,Fruit de la passion,Quantité (1000 X tonne),49.28
2010,Fruits,PRODUCTION,Fruit de la passion,Quantité (1000 X tonne),50.138800000000174
2011,Fruits,PRODUCTION,Fruit de la passion,Quantité (1000 X tonne),51.792457142857074
2012,Fruits,PRODUCTION,Fruit de la passion,Quantité (1000 X tonne)
2003,Fruits,PRODUCTION,Fruit de la passion,Prix moyen (FCFA/KG)
2004,Fruits,PRODUCTION,Fruit de la passion,Prix moyen (FCFA/KG)
2005,Fruits,PRODUCTION,Fruit de la passion,Prix moyen (FCFA/KG),100
2006,Fruits,PRODUCTION,Fruit de la passion,Prix moyen (FCFA/KG),120
2007,Fruits,PRODUCTION,Fruit de la passion,Prix moyen (FCFA/KG),125
2008,Fruits,PRODUCTION,Fruit de la passion,Prix moyen (FCFA/KG),174
2009,Fruits,PRODUCTION,Fruit de la passion,Prix moyen (FCFA/KG),137.5
2010,Fruits,PRODUCTION,Fruit de la passion,Prix moyen (FCFA/KG),139.2366697786645
2011,Fruits,PRODUCTION,Fruit de la passion,Prix moyen (FCFA/KG),146.04961724709113
2012,Fruits,PRODUCTION,Fruit de la passion,Prix moyen (FCFA/KG)
2003,Fruits,PRODUCTION,Avocats,Quantité (1000 X tonne),21.7
2004,Fruits,PRODUCTION,Avocats,Quantité (1000 X tonne),22.8
2005,Fruits,PRODUCTION,Avocats,Quantité (1000 X tonne),25.1
2006,Fruits,PRODUCTION,Avocats,Quantité (1000 X tonne),26
2007,Fruits,PRODUCTION,Avocats,Quantité (1000 X tonne),26.8
2008,Fruits,PRODUCTION,Avocats,Quantité (1000 X tonne),27.7
2009,Fruits,PRODUCTION,Avocats,Quantité (1000 X tonne),29.48
2010,Fruits,PRODUCTION,Avocats,Quantité (1000 X tonne),30.513333333333776
2011,Fruits,PRODUCTION,Avocats,Quantité (1000 X tonne),31.713333333333594
2012,Fruits,PRODUCTION,Avocats,Quantité (1000 X tonne)
2003,Fruits,PRODUCTION,Avocats,Prix moyen (FCFA/KG)
2004,Fruits,PRODUCTION,Avocats,Prix moyen (FCFA/KG),90
2005,Fruits,PRODUCTION,Avocats,Prix moyen (FCFA/KG),100
2006,Fruits,PRODUCTION,Avocats,Prix moyen (FCFA/KG),90
2007,Fruits,PRODUCTION,Avocats,Prix moyen (FCFA/KG),100
2008,Fruits,PRODUCTION,Avocats,Prix moyen (FCFA/KG),120
2009,Fruits,PRODUCTION,Avocats,Prix moyen (FCFA/KG),125
2010,Fruits,PRODUCTION,Avocats,Prix moyen (FCFA/KG),127.546265031283
2011,Fruits,PRODUCTION,Avocats,Prix moyen (FCFA/KG),131.93432460804732
2012,Fruits,PRODUCTION,Avocats,Prix moyen (FCFA/KG),136.920135411602
2003,Fruits,EXPORTATION,Papayes,Quantité (1000 X tonne),0.234826
2004,Fruits,EXPORTATION,Papayes,Quantité (1000 X tonne),1047.566
2005,Fruits,EXPORTATION,Papayes,Quantité (1000 X tonne),1531.5639999999999
2006,Fruits,EXPORTATION,Papayes,Quantité (1000 X tonne),2679.469
2007,Fruits,EXPORTATION,Papayes,Quantité (1000 X tonne),5295.935
2008,Fruits,EXPORTATION,Papayes,Quantité (1000 X tonne),6382.1320000000005
2009,Fruits,EXPORTATION,Papayes,Quantité (1000 X tonne),2010.309
2010,Fruits,EXPORTATION,Papayes,Quantité (1000 X tonne),5356.01766666673
2011,Fruits,EXPORTATION,Papayes,Quantité (1000 X tonne),5984.071523809689
2012,Fruits,EXPORTATION,Papayes,Quantité (1000 X tonne),6612.1253809524205
2003,Fruits,EXPORTATION,Papayes,Prix moyen (FCFA/KG),524.637433674295
2004,Fruits,EXPORTATION,Papayes,Prix moyen (FCFA/KG),337.7701338149577
2005,Fruits,EXPORTATION,Papayes,Prix moyen (FCFA/KG),308.75893922813543
2006,Fruits,EXPORTATION,Papayes,Prix moyen (FCFA/KG),290.2402662617108
2007,Fruits,EXPORTATION,Papayes,Prix moyen (FCFA/KG),289.37850955497
2008,Fruits,EXPORTATION,Papayes,Prix moyen (FCFA/KG),290
2009,Fruits,EXPORTATION,Papayes,Prix moyen (FCFA/KG),262.41200979550905
2010,Fruits,EXPORTATION,Papayes,Prix moyen (FCFA/KG),253.03372366037365
2011,Fruits,EXPORTATION,Papayes,Prix moyen (FCFA/KG),240.63574667499051
2012,Fruits,EXPORTATION,Papayes,Prix moyen (FCFA/KG),228.237769689611
2003,Fruits,EXPORTATION,Agrumes de bouche,Quantité (1000 X tonne)
2004,Fruits,EXPORTATION,Agrumes de bouche,Quantité (1000 X tonne),16.232
2005,Fruits,EXPORTATION,Agrumes de bouche,Quantité (1000 X tonne),0.75
2006,Fruits,EXPORTATION,Agrumes de bouche,Quantité (1000 X tonne),15
2007,Fruits,EXPORTATION,Agrumes de bouche,Quantité (1000 X tonne),13
2008,Fruits,EXPORTATION,Agrumes de bouche,Quantité (1000 X tonne),11
2009,Fruits,EXPORTATION,Agrumes de bouche,Quantité (1000 X tonne),113
2010,Fruits,EXPORTATION,Agrumes de bouche,Quantité (1000 X tonne),79.42266666666953
2011,Fruits,EXPORTATION,Agrumes de bouche,Quantité (1000 X tonne),94.06809523809656
2012,Fruits,EXPORTATION,Agrumes de bouche,Quantité (1000 X tonne),108.7135238095236
2003,Fruits,EXPORTATION,Agrumes de bouche,Prix moyen (FCFA/KG)
2004,Fruits,EXPORTATION,Agrumes de bouche,Prix moyen (FCFA/KG),490
2005,Fruits,EXPORTATION,Agrumes de bouche,Prix moyen (FCFA/KG),320
2006,Fruits,EXPORTATION,Agrumes de bouche,Prix moyen (FCFA/KG),48
2007,Fruits,EXPORTATION,Agrumes de bouche,Prix moyen (FCFA/KG),72
2008,Fruits,EXPORTATION,Agrumes de bouche,Prix moyen (FCFA/KG),81
2009,Fruits,EXPORTATION,Agrumes de bouche,Prix moyen (FCFA/KG),136
2010,Fruits,EXPORTATION,Agrumes de bouche,Prix moyen (FCFA/KG),155.03560433435882
